Name,BirthDate,CurrentDate,CurrentAge,Gender,Address,Contact_URL,Url,Phone,Party,DateInOffice,EndOfTerm,YearsInOffice,AgeAtTakingOfficeYear,StateAbb,State,District,OfficeAddress,Position,BelieveClimateChange,Quote,QuoteSource,QuoteURL
Kay Granger,18-Jan-43,15-Dec-16,73,F,1026 Longworth HOB; Washington DC 20515-4312,http://kaygranger.house.gov/contact-kay/email-me,http://kaygranger.house.gov,202-225-5071,Republican,7-Jan-97,3-Jan-17,19,53,TX,Texas,13,1026 Longworth House Office Building,rep,,,,
Keith Ellison,4-Aug-63,15-Dec-16,53,M,2263 Rayburn HOB; Washington DC 20515-2305,http://ellison.house.gov/contact,http://ellison.house.gov,202-225-4755,Democrat,4-Jan-07,3-Jan-17,9,43,MN,Minnesota,6,2263 Rayburn House Office Building,rep,Yes,,,
Keith J. Rothfus,25-Apr-62,15-Dec-16,54,M,1205 Longworth HOB; Washington DC 20515-3812,https://rothfus.house.gov/email-keith,https://rothfus.house.gov,202-225-2065,Republican,3-Jan-13,3-Jan-17,3,50,PA,Pennsylvania,13,1205 Longworth House Office Building,rep,,,,
Kelly Ayotte,27-Jun-68,15-Dec-16,48,F,144 Russell Senate Office Building Washington DC 20510,http://www.ayotte.senate.gov/?p=contact,http://www.ayotte.senate.gov,202-224-3324,Republican,5-Jan-11,3-Jan-17,5,42,NH,New Hampshire,,144 Russell Senate Office Building,sen,,,,
Ken Buck,16-Feb-59,15-Dec-16,57,M,416 Cannon HOB; Washington DC 20515-0604,,https://buck.house.gov,202-225-4676,Republican,6-Jan-15,3-Jan-17,1,55,CO,Colorado,5,416 Cannon House Office Building,rep,,,,
Ken Calvert,8-Jun-53,15-Dec-16,63,M,2205 Rayburn HOB; Washington DC 20515-0542,https://calvert.house.gov/contactform/,http://calvert.house.gov,202-225-1986,Republican,5-Jan-93,3-Jan-17,23,39,CA,California,43,2205 Rayburn House Office Building,rep,,,,
Kenny Marchant,23-Feb-51,15-Dec-16,65,M,2313 Rayburn HOB; Washington DC 20515-4324,https://marchant.house.gov/contact/contactform.htm,http://marchant.house.gov,202-225-6605,Republican,4-Jan-05,3-Jan-17,11,53,TX,Texas,25,2313 Rayburn House Office Building,rep,,,,
Kevin Brady,11-Apr-55,15-Dec-16,61,M,301 Cannon HOB; Washington DC 20515-4308,https://kevinbrady.house.gov/contact-form,http://kevinbrady.house.gov,202-225-4901,Republican,7-Jan-97,3-Jan-17,19,41,TX,Texas,9,301 Cannon House Office Building,rep,,,,
Kevin Cramer,21-Jan-61,15-Dec-16,55,M,1032 Longworth HOB; Washington DC 20515-3400,https://cramer.house.gov/contact/email-me,http://cramer.house.gov,202-225-2611,Republican,3-Jan-13,3-Jan-17,3,51,ND,North Dakota,1,1032 Longworth House Office Building,rep,,,,
Kevin McCarthy,26-Jan-65,15-Dec-16,51,M,2421 Rayburn HOB; Washington DC 20515-0523,https://kevinmccarthy.house.gov/contact/email-me,http://kevinmccarthy.house.gov,202-225-2915,Republican,4-Jan-07,3-Jan-17,9,41,CA,California,24,2421 Rayburn House Office Building,rep,,,,
Kevin Yoder,8-Jan-76,15-Dec-16,40,M,215 Cannon HOB; Washington DC 20515-1603,https://yoder.house.gov/contact/email-me,http://yoder.house.gov,202-225-2865,Republican,5-Jan-11,3-Jan-17,5,34,KS,Kansas,4,215 Cannon House Office Building,rep,,,,
Kirsten E. Gillibrand,9-Dec-66,15-Dec-16,50,F,478 Russell Senate Office Building Washington DC 20510,http://www.gillibrand.senate.gov/contact/,https://www.gillibrand.senate.gov,202-224-4451,Democrat,4-Jan-07,3-Jan-19,9,40,NY,New York,,478 Russell Senate Office Building,sen,Yes,,,
Kristi L. Noem,30-Nov-71,15-Dec-16,45,F,2422 Rayburn HOB; Washington DC 20515-4100,http://noem.house.gov/index.cfm/email-kristi,https://noem.house.gov,202-225-2801,Republican,5-Jan-11,3-Jan-17,5,39,SD,South Dakota,1,2422 Rayburn House Office Building,rep,,,,
Kurt Schrader,19-Oct-51,15-Dec-16,65,M,2431 Rayburn HOB; Washington DC 20515-3705,https://schrader.house.gov/contact,http://schrader.house.gov,202-225-5711,Democrat,6-Jan-09,3-Jan-17,7,57,OR,Oregon,6,2431 Rayburn House Office Building,rep,Yes,,,
Kyrsten Sinema,12-Jul-76,15-Dec-16,40,F,1530 Longworth HOB; Washington DC 20515-0309,https://sinemaforms.house.gov/forms/writeyourrep/,https://sinema.house.gov,202-225-9888,Democrat,3-Jan-13,3-Jan-17,3,36,AZ,Arizona,10,1530 Longworth House Office Building,rep,Yes,,,
Lamar Alexander,3-Jul-40,15-Dec-16,76,M,455 Dirksen Senate Office Building Washington DC 20510,http://www.alexander.senate.gov/public/index.cfm?p=Email,http://www.alexander.senate.gov,202-224-4944,Republican,7-Jan-03,3-Jan-21,13,62,TN,Tennessee,,455 Dirksen Senate Office Building,sen,,,,
Lamar Smith,19-Nov-47,15-Dec-16,69,M,2409 Rayburn HOB; Washington DC 20515-4321,http://lamarsmith.house.gov/contact/email-lamar,http://lamarsmith.house.gov,202-225-4236,Republican,6-Jan-87,3-Jan-17,29,39,TX,Texas,22,2409 Rayburn House Office Building,rep,,,,
Larry Bucshon,31-May-62,15-Dec-16,54,M,1005 Longworth HOB; Washington DC 20515-1408,https://bucshon.house.gov/contact-me/email-me,http://bucshon.house.gov,202-225-4636,Republican,5-Jan-11,3-Jan-17,5,48,IN,Indiana,9,1005 Longworth House Office Building,rep,,,,
Lee M. Zeldin,30-Jan-80,15-Dec-16,36,M,1517 Longworth HOB; Washington DC 20515-3201,,https://zeldin.house.gov,202-225-3826,Republican,6-Jan-15,3-Jan-17,1,34,NY,New York,2,1517 Longworth House Office Building,rep,,,,
Leonard Lance,25-Jun-52,15-Dec-16,64,M,2352 Rayburn HOB; Washington DC 20515-3007,https://lance.house.gov/contact-me1,http://lance.house.gov,202-225-5361,Republican,6-Jan-09,3-Jan-17,7,56,NJ,New Jersey,8,2352 Rayburn House Office Building,rep,,,,
Linda T. Sí€Œçnchez,28-Jan-69,15-Dec-16,47,F,2329 Rayburn HOB; Washington DC 20515-0538,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm,https://lindasanchez.house.gov,202-225-6676,Democrat,7-Jan-03,3-Jan-17,13,33,CA,California,39,2329 Rayburn House Office Building,rep,Yes,,,
Lindsey Graham,9-Jul-55,15-Dec-16,61,M,290 Russell Senate Office Building Washington DC 20510,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,http://www.lgraham.senate.gov,202-224-5972,Republican,4-Jan-95,3-Jan-21,21,39,SC,South Carolina,,290 Russell Senate Office Building,sen,,,,
Lisa Murkowski,22-May-57,15-Dec-16,59,F,709 Hart Senate Office Building Washington DC 20510,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa,https://www.murkowski.senate.gov,202-224-6665,Republican,7-Jan-03,3-Jan-17,13,45,AK,Alaska,,709 Hart Senate Office Building,sen,,,,
Lloyd Doggett,6-Oct-46,15-Dec-16,70,M,2307 Rayburn HOB; Washington DC 20515-4335,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,http://doggett.house.gov,202-225-4865,Democrat,4-Jan-95,3-Jan-17,21,48,TX,Texas,36,2307 Rayburn House Office Building,rep,Yes,,,
Lois Capps,10-Jan-38,15-Dec-16,78,F,2231 Rayburn HOB; Washington DC 20515-0524,https://capps.house.gov/contact-me/email-me,http://capps.house.gov,202-225-3601,Democrat,10-Mar-98,3-Jan-17,18,60,CA,California,25,2231 Rayburn House Office Building,rep,Yes,,,
Lois Frankel,16-May-48,15-Dec-16,68,F,1037 Longworth HOB; Washington DC 20515-0922,https://frankel.house.gov/contact/email-me,http://frankel.house.gov,202-225-9890,Democrat,3-Jan-13,3-Jan-17,3,64,FL,Florida,23,1037 Longworth House Office Building,rep,Yes,,,
Loretta Sanchez,7-Jan-60,15-Dec-16,56,F,1211 Longworth HOB; Washington DC 20515-0546,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov,202-225-2965,Democrat,7-Jan-97,3-Jan-17,19,37,CA,California,47,1211 Longworth House Office Building,rep,Yes,,,
Lou Barletta,28-Jan-56,15-Dec-16,60,M,115 Cannon HOB; Washington DC 20515-3811,https://barletta.house.gov/contact/email-me,http://barletta.house.gov,202-225-6511,Republican,5-Jan-11,3-Jan-17,5,54,PA,Pennsylvania,12,115 Cannon House Office Building,rep,,,,
Louie Gohmert,18-Aug-53,15-Dec-16,63,M,2243 Rayburn HOB; Washington DC 20515-4301,http://gohmert.house.gov/contact/,http://gohmert.house.gov,202-225-3035,Republican,4-Jan-05,3-Jan-17,11,51,TX,Texas,2,2243 Rayburn House Office Building,rep,,,,
Louise McIntosh Slaughter,14-Aug-29,15-Dec-16,87,F,2469 Rayburn HOB; Washington DC 20515-3225,https://louise.house.gov/contact-louise,https://louise.house.gov,202-225-3615,Democrat,6-Jan-87,3-Jan-17,29,57,NY,New York,26,2469 Rayburn House Office Building,rep,Yes,,,
Lucille Roybal-Allard,12-Jun-41,15-Dec-16,75,F,2330 Rayburn HOB; Washington DC 20515-0540,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov,202-225-1766,Democrat,5-Jan-93,3-Jan-17,23,51,CA,California,41,2330 Rayburn House Office Building,rep,Yes,,,
Luis V. Gutií€Œ©rrez,10-Dec-53,15-Dec-16,63,M,2408 Rayburn HOB; Washington DC 20515-1304,http://gutierrezforms.house.gov/contact/,http://gutierrez.house.gov,202-225-8203,Democrat,5-Jan-93,3-Jan-17,23,39,IL,Illinois,5,2408 Rayburn House Office Building,rep,Yes,,,
Luke Messer,27-Feb-69,15-Dec-16,47,M,508 Cannon HOB; Washington DC 20515-1406,https://messer.house.gov/contact/email-me,https://messer.house.gov,202-225-3021,Republican,3-Jan-13,3-Jan-17,3,43,IN,Indiana,7,508 Cannon House Office Building,rep,,,,
Lynn A. Westmoreland,2-Apr-50,15-Dec-16,66,M,2202 Rayburn HOB; Washington DC 20515-1003,https://westmoreland.house.gov/email-me,http://westmoreland.house.gov,202-225-5901,Republican,4-Jan-05,3-Jan-17,11,54,GA,Georgia,4,2202 Rayburn House Office Building,rep,,,,
Lynn Jenkins,10-Jun-63,15-Dec-16,53,F,1526 Longworth HOB; Washington DC 20515-1602,https://lynnjenkins.house.gov/contact-me,http://lynnjenkins.house.gov,202-225-6601,Republican,6-Jan-09,3-Jan-17,7,45,KS,Kansas,3,1526 Longworth House Office Building,rep,,,,
Mac Thornberry,15-Jul-58,15-Dec-16,58,M,2208 Rayburn HOB; Washington DC 20515-4313,https://thornberry.house.gov/forms/writeyourrep/,http://thornberry.house.gov,202-225-3706,Republican,4-Jan-95,3-Jan-17,21,36,TX,Texas,14,2208 Rayburn House Office Building,rep,,,,
Marc A. Veasey,3-Jan-71,15-Dec-16,45,M,414 Cannon HOB; Washington DC 20515-4333,https://veaseyforms.house.gov/forms/writeyourrep/,http://veasey.house.gov,202-225-9897,Democrat,3-Jan-13,3-Jan-17,3,42,TX,Texas,34,414 Cannon House Office Building,rep,Yes,,,
Marcia L. Fudge,29-Oct-52,15-Dec-16,64,F,2344 Rayburn HOB; Washington DC 20515-3511,https://fudgeforms.house.gov/contact-form,http://fudge.house.gov,202-225-7032,Democrat,19-Nov-08,3-Jan-17,8,56,OH,Ohio,12,2344 Rayburn House Office Building,rep,Yes,,,
Marco Rubio,28-May-71,15-Dec-16,45,M,284 Russell Senate Office Building Washington DC 20510,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov,202-224-3041,Republican,5-Jan-11,3-Jan-17,5,39,FL,Florida,,284 Russell Senate Office Building,sen,,,,
Marcy Kaptur,17-Jun-46,15-Dec-16,70,F,2186 Rayburn HOB; Washington DC 20515-3509,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,http://kaptur.house.gov,202-225-4146,Democrat,3-Jan-83,3-Jan-17,33,36,OH,Ohio,10,2186 Rayburn House Office Building,rep,Yes,,,
Maria Cantwell,13-Oct-58,15-Dec-16,58,F,511 Hart Senate Office Building Washington DC 20510,http://www.cantwell.senate.gov/public/index.cfm/email-maria,https://www.cantwell.senate.gov,202-224-3441,Democrat,5-Jan-93,3-Jan-19,23,34,WA,Washington,,511 Hart Senate Office Building,sen,Yes,,,
Mario Diaz-Balart,25-Sep-61,15-Dec-16,55,M,440 Cannon HOB; Washington DC 20515-0925,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,http://mariodiazbalart.house.gov,202-225-4211,Republican,7-Jan-03,3-Jan-17,13,41,FL,Florida,26,440 Cannon House Office Building,rep,,,,
Mark DeSaulnier,31-Mar-52,15-Dec-16,64,M,327 Cannon HOB; Washington DC 20515-0511,,https://desaulnier.house.gov,202-225-2095,Democrat,6-Jan-15,3-Jan-17,1,62,CA,California,12,327 Cannon House Office Building,rep,Yes,,,
Mark E. Amodei,12-Jun-58,15-Dec-16,58,M,332 Cannon HOB; Washington DC 20515-2802,https://amodei.house.gov/contact-us,http://amodei.house.gov,202-225-6155,Republican,13-Sep-11,3-Jan-17,5,53,NV,Nevada,3,332 Cannon House Office Building,rep,,,,
Mark Kirk,15-Sep-59,15-Dec-16,57,M,524 Hart Senate Office Building Washington DC 20510,http://www.kirk.senate.gov/?p=comment_on_legislation,https://www.kirk.senate.gov,202-224-2854,Republican,3-Jan-01,3-Jan-17,15,41,IL,Illinois,,524 Hart Senate Office Building,sen,,,,
Mark Meadows,28-Jul-59,15-Dec-16,57,M,1024 Longworth HOB; Washington DC 20515-3311,https://meadows.house.gov/email-me,https://meadows.house.gov,202-225-6401,Republican,3-Jan-13,3-Jan-17,3,53,NC,North Carolina,12,1024 Longworth House Office Building,rep,,,,
Mark Pocan,14-Aug-64,15-Dec-16,52,M,313 Cannon HOB; Washington DC 20515-4902,https://pocan.house.gov/contact/email-me,http://pocan.house.gov,202-225-2906,Democrat,3-Jan-13,3-Jan-17,3,48,WI,Wisconsin,3,313 Cannon House Office Building,rep,Yes,,,
Mark R. Warner,15-Dec-54,15-Dec-16,62,M,475 Russell Senate Office Building Washington DC 20510,http://www.warner.senate.gov/public//index.cfm?p=ContactPage#form_f9db6196-2dc7-4cda-8add-f8435a71318a,http://www.warner.senate.gov,202-224-2023,Democrat,6-Jan-09,3-Jan-21,7,54,VA,Virginia,,475 Russell Senate Office Building,sen,Yes,,,
Mark Sanford,28-May-60,15-Dec-16,56,M,2201 Rayburn HOB; Washington DC 20515-4001,https://sanford.house.gov/contact/email-me,http://sanford.house.gov,202-225-3176,Republican,4-Jan-95,3-Jan-17,21,34,SC,South Carolina,2,2201 Rayburn House Office Building,rep,,,,
Mark Takano,10-Dec-60,15-Dec-16,56,M,1507 Longworth HOB; Washington DC 20515-0541,https://takano.house.gov/contact/email-me,https://takano.house.gov,202-225-2305,Democrat,3-Jan-13,3-Jan-17,3,52,CA,California,42,1507 Longworth House Office Building,rep,Yes,,,
Mark Walker,20-May-69,15-Dec-16,47,M,312 Cannon HOB; Washington DC 20515-3306,,https://walker.house.gov,202-225-3065,Republican,6-Jan-15,3-Jan-17,1,45,NC,North Carolina,7,312 Cannon House Office Building,rep,,,,
Markwayne Mullin,26-Jul-77,15-Dec-16,39,M,1113 Longworth HOB; Washington DC 20515-3602,https://mullin.house.gov/contact/email-me,http://mullin.house.gov,202-225-2701,Republican,3-Jan-13,3-Jan-17,3,35,OK,Oklahoma,3,1113 Longworth House Office Building,rep,,,,
Marlin A. Stutzman,31-Aug-76,15-Dec-16,40,M,2418 Rayburn HOB; Washington DC 20515-1403,http://stutzman.house.gov/contacts/new,http://stutzman.house.gov,202-225-4436,Republican,16-Nov-10,3-Jan-17,6,34,IN,Indiana,4,2418 Rayburn House Office Building,rep,,,,
Marsha Blackburn,6-Jun-52,15-Dec-16,64,F,2266 Rayburn HOB; Washington DC 20515-4207,https://blackburn.house.gov/contactform/email.htm,http://blackburn.house.gov,202-225-2811,Republican,7-Jan-03,3-Jan-17,13,50,TN,Tennessee,8,2266 Rayburn House Office Building,rep,,,,
Martha McSally,22-Mar-66,15-Dec-16,50,F,1029 Longworth HOB; Washington DC 20515-0302,,https://mcsally.house.gov,202-225-2542,Republican,6-Jan-15,3-Jan-17,1,48,AZ,Arizona,3,1029 Longworth House Office Building,rep,,,,
Martha Roby,27-Jul-76,15-Dec-16,40,F,442 Cannon HOB; Washington DC 20515-0102,https://roby.house.gov/contact-me,http://roby.house.gov,202-225-2901,Republican,5-Jan-11,3-Jan-17,5,34,AL,Alabama,3,442 Cannon House Office Building,rep,,,,
Martin Heinrich,17-Oct-71,15-Dec-16,45,M,303 Hart Senate Office Building Washington DC 20510,http://www.heinrich.senate.gov/contact/write-martin,http://www.heinrich.senate.gov,202-224-5521,Democrat,6-Jan-09,3-Jan-19,7,37,NM,New Mexico,,303 Hart Senate Office Building,sen,Yes,,,
Matt Cartwright,1-May-61,15-Dec-16,55,M,1419 Longworth HOB; Washington DC 20515-3817,https://cartwrightforms.house.gov/forms/writeyourrep/,http://cartwright.house.gov,202-225-5546,Democrat,3-Jan-13,3-Jan-17,3,51,PA,Pennsylvania,18,1419 Longworth House Office Building,rep,Yes,,,
Matt Salmon,21-Jan-58,15-Dec-16,58,M,2349 Rayburn HOB; Washington DC 20515-0305,https://salmon.house.gov/contact/email-me,http://salmon.house.gov,202-225-2635,Republican,4-Jan-95,3-Jan-17,21,36,AZ,Arizona,6,2349 Rayburn House Office Building,rep,,,,
Maxine Waters,15-Aug-38,15-Dec-16,78,F,2221 Rayburn HOB; Washington DC 20515-0543,https://waters.house.gov/contact/contactform.htm,http://waters.house.gov,202-225-2201,Democrat,3-Jan-91,3-Jan-17,25,52,CA,California,44,2221 Rayburn House Office Building,rep,Yes,,,
Mazie K. Hirono,3-Nov-47,15-Dec-16,69,F,330 Hart Senate Office Building Washington DC 20510,http://www.hirono.senate.gov/contact/email,https://www.hirono.senate.gov,202-224-6361,Democrat,4-Jan-07,3-Jan-19,9,59,HI,Hawaii,,330 Hart Senate Office Building,sen,Yes,,,
Mia B. Love,6-Dec-75,15-Dec-16,41,F,217 Cannon HOB; Washington DC 20515-4404,,https://love.house.gov,202-225-3011,Republican,6-Jan-15,3-Jan-17,1,39,UT,Utah,5,217 Cannon House Office Building,rep,,,,
Michael B. Enzi,1-Feb-44,15-Dec-16,72,M,379A Russell Senate Office Building Washington DC 20510,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,http://www.enzi.senate.gov,202-224-3424,Republican,7-Jan-97,3-Jan-21,19,52,WY,Wyoming,,379a Russell Senate Office Building,sen,,,,
Michael C. Burgess,23-Dec-50,15-Dec-16,65,M,2336 Rayburn HOB; Washington DC 20515-4326,http://burgess.house.gov/contact/356345.htm,http://burgess.house.gov,202-225-7772,Republican,7-Jan-03,3-Jan-17,13,52,TX,Texas,27,2336 Rayburn House Office Building,rep,,,,
Michael E. Capuano,9-Jan-52,15-Dec-16,64,M,1414 Longworth HOB; Washington DC 20515-2107,http://www.house.gov/capuano/contact/email.shtml,http://capuano.house.gov,202-225-5111,Democrat,6-Jan-99,3-Jan-17,17,46,MA,Massachusetts,8,1414 Longworth House Office Building,rep,Yes,,,
Michael F. Bennet,28-Nov-64,15-Dec-16,52,M,261 Russell Senate Office Building Washington DC 20510,http://www.bennet.senate.gov/contact/email,https://www.bennet.senate.gov,202-224-5852,Democrat,22-Jan-09,3-Jan-17,7,44,CO,Colorado,,261 Russell Senate Office Building,sen,Yes,,,
Michael F. Doyle,5-Aug-53,15-Dec-16,63,M,239 Cannon HOB; Washington DC 20515-3814,https://doyle.house.gov/contact-me/email-me,http://doyle.house.gov,202-225-2135,Democrat,4-Jan-95,3-Jan-17,21,41,PA,Pennsylvania,15,239 Cannon House Office Building,rep,Yes,,,
Michael G. Fitzpatrick,28-Jun-63,15-Dec-16,53,M,2400 Rayburn HOB; Washington DC 20515-3808,https://fitzpatrick.house.gov/contact-me/email-me,http://fitzpatrick.house.gov,202-225-4276,Republican,4-Jan-05,3-Jan-17,11,41,PA,Pennsylvania,9,2400 Rayburn House Office Building,rep,,,,
Michael K. Simpson,8-Sep-50,15-Dec-16,66,M,2312 Rayburn HOB; Washington DC 20515-1202,http://simpson.house.gov/contact/,http://simpson.house.gov,202-225-5531,Republican,6-Jan-99,3-Jan-17,17,48,ID,Idaho,3,2312 Rayburn House Office Building,rep,,,,
Michael M. Honda,27-Jun-41,15-Dec-16,75,M,1713 Longworth HOB; Washington DC 20515-0517,http://honda.house.gov/contact,https://honda.house.gov,202-225-2631,Democrat,3-Jan-01,3-Jan-17,15,59,CA,California,18,1713 Longworth House Office Building,rep,Yes,,,
Michael R. Turner,11-Jan-60,15-Dec-16,56,M,2239 Rayburn HOB; Washington DC 20515-3510,http://turner.house.gov/contact/,https://turner.house.gov,202-225-6465,Republican,7-Jan-03,3-Jan-17,13,42,OH,Ohio,11,2239 Rayburn House Office Building,rep,,,,
Michael T. McCaul,14-Jan-62,15-Dec-16,54,M,131 Cannon HOB; Washington DC 20515-4310,https://mccaul.house.gov/contact/email-me,http://mccaul.house.gov,202-225-2401,Republican,4-Jan-05,3-Jan-17,11,42,TX,Texas,11,131 Cannon House Office Building,rep,,,,
Michelle Lujan Grisham,24-Oct-59,15-Dec-16,57,F,214 Cannon HOB; Washington DC 20515-3101,http://lujangrisham.house.gov/contact/email-me/,https://lujangrisham.house.gov,202-225-6316,Democrat,3-Jan-13,3-Jan-17,3,53,NM,New Mexico,2,214 Cannon House Office Building,rep,Yes,,,
Mick Mulvaney,21-Jul-67,15-Dec-16,49,M,2419 Rayburn HOB; Washington DC 20515-4005,https://mulvaney.house.gov/email-mick/,https://mulvaney.house.gov,202-225-5501,Republican,5-Jan-11,3-Jan-17,5,43,SC,South Carolina,6,2419 Rayburn House Office Building,rep,,,,
Mike Bishop,18-Mar-67,15-Dec-16,49,M,428 Cannon HOB; Washington DC 20515-2208,,https://mikebishop.house.gov,202-225-4872,Republican,6-Jan-15,3-Jan-17,1,47,MI,Michigan,9,428 Cannon House Office Building,rep,,,,
Mike Bost,30-Dec-60,15-Dec-16,55,M,1440 Longworth HOB; Washington DC 20515-1312,,https://bost.house.gov,202-225-5661,Republican,6-Jan-15,3-Jan-17,1,54,IL,Illinois,13,1440 Longworth House Office Building,rep,,,,
Mike Coffman,19-Mar-55,15-Dec-16,61,M,2443 Rayburn HOB; Washington DC 20515-0606,https://coffman.house.gov/contact/email-me,http://coffman.house.gov,202-225-7882,Republican,6-Jan-09,3-Jan-17,7,53,CO,Colorado,7,2443 Rayburn House Office Building,rep,,,,
Mike Crapo,20-May-51,15-Dec-16,65,M,239 Dirksen Senate Office Building Washington DC 20510,http://www.crapo.senate.gov/contact/email.cfm,http://www.crapo.senate.gov,202-224-6142,Republican,5-Jan-93,3-Jan-17,23,41,ID,Idaho,,239 Dirksen Senate Office Building,sen,,,,
Mike Kelly,10-May-48,15-Dec-16,68,M,1519 Longworth HOB; Washington DC 20515-3803,https://kelly.house.gov/contact-me/email-me,http://kelly.house.gov,202-225-5406,Republican,5-Jan-11,3-Jan-17,5,62,PA,Pennsylvania,4,1519 Longworth House Office Building,rep,,,,
Mike Lee,4-Jun-71,15-Dec-16,45,M,361A Russell Senate Office Building Washington DC 20510,http://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov,202-224-5444,Republican,5-Jan-11,3-Jan-17,5,39,UT,Utah,,361a Russell Senate Office Building,sen,,,,
Mike Pompeo,30-Dec-63,15-Dec-16,52,M,436 Cannon HOB; Washington DC 20515-1604,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov,202-225-6216,Republican,5-Jan-11,3-Jan-17,5,47,KS,Kansas,5,436 Cannon House Office Building,rep,,,,
Mike Quigley,17-Oct-58,15-Dec-16,58,M,2458 Rayburn HOB; Washington DC 20515-1305,https://quigleyforms.house.gov/forms/writeyourrep/,http://quigley.house.gov,202-225-4061,Democrat,7-Apr-09,3-Jan-17,7,50,IL,Illinois,6,2458 Rayburn House Office Building,rep,Yes,,,
Mike Rogers,16-Jul-58,15-Dec-16,58,M,324 Cannon HOB; Washington DC 20515-0103,http://mikerogers.house.gov/contact-mike/email-me,http://mikerogers.house.gov,202-225-3261,Republican,7-Jan-03,3-Jan-17,13,44,AL,Alabama,4,324 Cannon House Office Building,rep,,,,
Mike Rounds,24-Oct-54,15-Dec-16,62,M,502 Hart Senate Office Building Washington DC 20510,,http://www.rounds.senate.gov,202-224-5842,Republican,6-Jan-15,3-Jan-21,1,60,SD,South Dakota,,502 Hart Senate Office Building,sen,,,,
Mike Thompson,24-Jan-51,15-Dec-16,65,M,231 Cannon HOB; Washington DC 20515-0505,https://mikethompson.house.gov/contact/email-me,http://mikethompson.house.gov,202-225-3311,Democrat,6-Jan-99,3-Jan-17,17,47,CA,California,6,231 Cannon House Office Building,rep,Yes,,,
Mimi Walters,14-May-62,15-Dec-16,54,F,236 Cannon HOB; Washington DC 20515-0545,,https://walters.house.gov,202-225-5611,Republican,6-Jan-15,3-Jan-17,1,52,CA,California,46,236 Cannon House Office Building,rep,,,,
Mitch McConnell,20-Feb-42,15-Dec-16,74,M,317 Russell Senate Office Building Washington DC 20510,http://www.mcconnell.senate.gov/public/index.cfm?p=ContactForm,http://www.mcconnell.senate.gov,202-224-2541,Republican,3-Jan-85,3-Jan-21,31,42,KY,Kentucky,,317 Russell Senate Office Building,sen,,,,
Mo Brooks,29-Apr-54,15-Dec-16,62,M,1230 Longworth HOB; Washington DC 20515-0105,https://brooks.house.gov/email-me,http://brooks.house.gov,202-225-4801,Republican,5-Jan-11,3-Jan-17,5,56,AL,Alabama,6,1230 Longworth House Office Building,rep,,,,
Nancy Pelosi,26-Mar-40,15-Dec-16,76,F,233 Cannon HOB; Washington DC 20515-0512,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov,202-225-4965,Democrat,6-Jan-87,3-Jan-17,29,46,CA,California,13,233 Cannon House Office Building,rep,Yes,,,
Niki Tsongas,26-Apr-46,15-Dec-16,70,F,1714 Longworth HOB; Washington DC 20515-2103,https://tsongas.house.gov/e-mail-niki/,http://tsongas.house.gov,202-225-3411,Democrat,16-Oct-07,3-Jan-17,9,61,MA,Massachusetts,4,1714 Longworth House Office Building,rep,Yes,,,
Nita M. Lowey,5-Jul-37,15-Dec-16,79,F,2365 Rayburn HOB; Washington DC 20515-3217,https://lowey.house.gov/contact-form/,http://lowey.house.gov,202-225-6506,Democrat,3-Jan-89,3-Jan-17,27,51,NY,New York,18,2365 Rayburn House Office Building,rep,Yes,,,
Norma J. Torres,4-Apr-65,15-Dec-16,51,F,516 Cannon HOB; Washington DC 20515-0535,,https://torres.house.gov,202-225-6161,Democrat,6-Jan-15,3-Jan-17,1,49,CA,California,36,516 Cannon House Office Building,rep,Yes,,,
Nydia M. Velí€Œçzquez,28-Mar-53,15-Dec-16,63,F,2302 Rayburn HOB; Washington DC 20515-3207,http://velazquez.house.gov/IMA/issue_subscribe.shtml,http://velazquez.house.gov,202-225-2361,Democrat,5-Jan-93,3-Jan-17,23,39,NY,New York,8,2302 Rayburn House Office Building,rep,Yes,,,
Orrin G. Hatch,22-Mar-34,15-Dec-16,82,M,104 Hart Senate Office Building Washington DC 20510,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,http://www.hatch.senate.gov,202-224-5251,Republican,4-Jan-77,3-Jan-19,39,42,UT,Utah,,104 Hart Senate Office Building,sen,,,,
